,author,title,text,date,text_type
209,Alberto Caeiro,Não tenho pressa. Pressa de quê?,"
Não tenho pressa. Pressa de quê?
Não têm pressa o sol e a lua: estão certos.
Ter pressa é crer que a gente passa adiante das pernas,
Ou que, dando um pulo, salta por cima da sombra.
Não; não sei ter pressa.
Se estendo o braço, chego exactamente aonde o meu braço chega —
Nem um centímetro mais longe.
Toco só onde toco, não aonde penso.
Só me posso sentar aonde estou.
E isto faz rir como todas as verdades absolutamente verdadeiras,
Mas o que faz rir a valer é que nós pensamos sempre noutra coisa,
E vivemos vadios da nossa realidade.
E estamos sempre fora dela porque estamos aqui.
",20-6-1919,poem
210,Ricardo Reis,Neste dia em que os campos são de Apolo,"
Neste dia em que os campos são de Apolo
Verde colónia dominada a ouro,
Seja como uma dança dentro em nós
O sentirmos a vida.

Não turbulenta, mas com os seus ritmos
Que a nossa sensação como uma ninfa
Acompanhe em cadências suas a
Disciplina da dança...

Ao fim do dia quando os campos forem
Império conquistado pelas sombras
Como uma legião que segue marcha
Abdiquemos do dia,

E na nossa memória coloquemos,
Com um deus novo duma nova terra
Trazido, o que ficou em nós da calma
Do dia passageiro.
",11-8-1914,poem
211,Alexander Search,RESOLUTION,"
RESOLUTION  Why do I waste in dreams fruitless and vain  The substance of my youth in idle tears?.  Why do I count with feverish eye the years  And number with sad heart the ways of pain?  Why should I weep thus, since there is no gain  To me, to men from sighings and from fears?  Since from afar at me the future sneers,  The while the past with me cannot remain.  High Heaven, that errs not and that wills not wrong  To each on earth doth give a work to do,  A distant recompense and rest remote;  I'll to my work then, so God make me strong  To bring the Demons of mine own self to  Their knees, and take the Devil by the throat.
",7-5-1905,poem
212,Fernando Pessoa,"XVIII - Indefinite space, which, by co-substance night,","
XVIII

Indefinite space, which, by co-substance night,
In one black mystery two void mysteries blends;
The stray stars, whose innumerable light
Repeats one mystery till conjecture ends;
The stream of time, known by birth-bursting bubbles;
The gulf of silence, empty even of nought;
Thought's high-walled maze, which the outed owner troubles
Because the string's lost and the plan forgot:
When I think on this and that here I stand,
The thinker of these thoughts, emptily wise,
Holding up to my thinking my thing-hand
And looking at it with thought-alien eyes, 
        The prayer of my wonder looketh past 
        The universal darkness lone and vast.
",s.d.,poem
213,Fernando Pessoa,The Infinite is then the Possible,"
The Infinite is then the Possible.
How does this possible realise itself? How is it realised?
It is realised by numbers. But by how many numbers? By an infinite number of numbers (let the expression pass). The infinite then, in realising itself, realises itself as itself, by itself. In becoming other than itself it does but return to itself. (Cf. Hegel).
Consider, the 1 has nor power to produce the 2, neither cardinally nor ordinally; not cardinally because the 1 is less than the 2, nor ordinally because it supposes the 2.
The infinite is Quantity (in-se). Now numbers are quantity but not quantity-in-se.
Cardinally, the 1 cannot produce the 2, for it is smaller. Note (Let there no mistake. In our mind thinking of the 1 makes us think, by association, on the 2; but this is in our mind, this is mentally altogether).
It is the 2 that might produce the 1 for it is greater and contains it. But it could not produce the 3, nor the 3 the 4 and so on without stopping. We mount higher and higher, in the scale of numbers without ever attaining, so long as we keep to numbers, the limit which we desire. So we are bound to conceive something taken to be as, by paradox, the highest possible number. (Notice the word «possible»). Now this «highest possible number» is manifestly no number, for a number has always a number greater than it is. So we are taken to something which will contain and produce all numbers without being, and by that reason not being a number. (We must have, this is to say, something which is neither a number nor not a number).
Again what is the reason of the word «produce», which we have employed? How can the Infinite (quantity-in-se) produce numbers? Is it a force that it should originate anything ?
It is by colour that we observe colours, that we know colours. We possess the idea of colour. It is in this way that we know colour.
",1906?,prose
214,Fernando Pessoa,Teu olhar não tem remorsos,"
Teu olhar não tem remorsos

Teu olhar não tem remorsos
Não é por não ter que os ter.
É porque hoje não é ontem
E viver é só esquecer.
",s.d.,poem
215,Álvaro de Campos,ANIVERSÁRIO,"
ANIVERSÁRIO

No tempo em que festejavam o dia dos meus anos, 
Eu era feliz e ninguém estava morto. 
Na casa antiga, até eu fazer anos era uma tradição de há séculos, 
E a alegria de todos, e a minha, estava certa com uma religião qualquer. 

No tempo em que festejavam o dia dos meus anos, 
Eu tinha a grande saúde de não perceber coisa nenhuma, 
De ser inteligente para entre a família, 
E de não ter as esperanças que os outros tinham por mim. 
Quando vim a ter esperanças, já não sabia ter esperanças. 
Quando vim a olhar para a vida, perdera o sentido da vida.

Sim, o que fui de suposto a mim mesmo,
O que fui de coração e parentesco,
O que fui de serões de meia-província,
O que fui de amarem-me e eu ser menino. 
O que fui — ai, meu Deus!, o que só hoje sei que fui... 
A que distância!... 
(Nem o acho...) 
O tempo em que festejavam o dia dos meus anos!

O que eu sou hoje é como a humidade no corredor do fim da casa, 
Pondo grelado nas paredes...
O que eu sou hoje (e a casa dos que me amaram treme através das minhas lágrimas), 
O que eu sou hoje é terem vendido a casa.
É terem morrido todos,
É estar eu sobrevivente a mim-mesmo como um fósforo frio...

No tempo em que festejavam o dia dos meus anos... 
Que meu amor, como uma pessoa, esse tempo!
Desejo físico da alma de se encontrar ali outra vez, 
Por uma viagem metafísica e carnal,
Com uma dualidade de eu para mim...
Comer o passado como pão de fome, sem tempo de manteiga nos dentes!

Vejo tudo outra vez com uma nitidez que me cega para o que há aqui... 
A mesa posta com mais lugares, com melhores desenhos na loiça, com mais copos,
O aparador com muitas coisas — doces, frutas, o resto na sombra debaixo do alçado —,
As tias velhas, os primos diferentes, e tudo era por minha causa,
No tempo em que festejavam o dia dos meus anos...

Pára, meu coração!
Não penses! Deixa o pensar na cabeça!
Ó meu Deus, meu Deus, meu Deus!
Hoje já não faço anos.
Duro.
Somam-se-me dias.
Serei velho quando o for.
Mais nada.
Raiva de não ter trazido o passado roubado na algibeira!...

O tempo em que festejavam o dia dos meus anos!...
",15-10-1929,poem
216,Fernando Pessoa,"Entendamo-nos bem. Ninguém pode ler tudo,","
Entendamo-nos bem. Ninguém pode ler tudo, sequer sobre um só assunto. É, pois necessário, muitas vezes, citar em segunda-mão, quando não ainda mais translatamente. Não há nisso charlatanice, desde que estejamos convencidos da competência e da probidade do primeiro citador; nem é necessário que estejamos sempre indicando que não citamos do original, enchendo as páginas, que escrevemos, de «citas em segunda-mão», ociosas e importunas. Se eu citar, ainda que no original, uma frase grega ou alemã, não vem a propósito dizerem-me, o que é aliás verdade, que não sei grego nem alemão. E preferível citar em português, até para conveniência do leitor.Posso traduzir, através de idioma intermédio, qualquer poema grego, desde que consiga aproximar-me do ritmo do original, para o que basta saber simplesmente ler o grego, o que de facto sei, ou que obtenha uma equivalência rítmica.D'essa maneira traduzi alguns poemas da Antologia Grega. A única coisa a perguntar, a quem saiba grego e português, é se a minha tradução está certa quanto ao sentido do poema, e se consegue uma equivalência rítmica suficiente. A traduções d'essas posso legitimamente apor um «tradução de F.P.», sem que tenha que acrescentar «através do inglês» ou outra frase de igual teor. O que não posso é pôr «traduzido do grego», ou de qualquer modo insinuar que assim traduzi. O que não posso é criticar uma tradução alheia da mesma espécie, excepto como se criticasse um original português, e muito menos posso apor notas sobre o texto grego à minha tradução.Se amanhã aparecer, sob o meu nome, um opúsculo sobre a cirurgia dos rins, ou uma gramática do sânscrito, induzo necessariamente toda a gente a supor que sei de cirurgia dos rins ou que conheço o idioma devanagrico.
",s.d.,prose
217,Fernando Pessoa,Introdução: Ocultismo,"

Int[rodução]: Ocultismo


Os 3 mundos: o mundo causal, o mundo intelectual e o mundo numérico.

A realidade do mundo «material» (tomado este adjectivo na mais lata das acepções) depende do 

Número. 

Neste 

mundo

-

resultado 

somos, todos os entes, meros 

números.



Mas os números têm 

uma lógica, 

uma 

razão. 

Nada mais pressupõem. (Nem sequer pressupõem a consciência deles). Mas os números têm uma ordem. Por isso, acima dos números está a 

razão 

dos números. Essa razão é de todo interior aos números. Apenas a concebemos por aquele fenómeno passado entre os números, a que se chama a 

Lei.



Mas essa 

razão 

deve ter uma origem, uma causa.

Acima, portanto, do próprio mundo racional está o mundo causal.

O mundo numérico é regido pelos 

deuses; 

isto é em relação ao mundo que concebemos, o politeísmo é a Verdade. Não há o direito a ter outra religião a não ser o politeísmo.


No mundo racional já não há deuses, ou antes, esse mundo está 

acima dos deuses. 

Esse mundo não é 

real; 

isto é, nada há em nós que permita afirmar 

a sua existência. 

Nem se pode dizer, é; porque o ser, a realidade são categorias do Número.


Portanto, esse mundo racional não pode ser 

atingido 

ou

 

pelos 

sentidos 

que ensinam a ideia de Realidade, ou pela 

razão

,

 

que ensina a ideia de 

Lei

, ou

 

pela Consciência, que ensina a ideia de Ser. Nenhuma faculdade nossa, nenhum modo de percepção imaginável, nos pode levar até ao mundo racional; o mais que podemos é ver o seu reflexo entre os números. Porque há (1) 

números

,

 

(2) relações entre os números (reflexo da Razão); (3) existência (abstracta) de números e relações entre eles, porque o que há de comum entre os números e as suas relações é serem «coisas» que existem.

",s.d.,prose
218,Álvaro de Campos,POEMA EM LINHA RECTA,"
POEMA EM LINHA RECTA

Nunca conheci quem tivesse levado porrada. 
Todos os meus conhecidos têm sido campeões em tudo.

E eu, tantas vezes reles, tantas vezes porco, tantas vezes vil,
Eu tantas vezes irrespondivelmente parasita,
Indesculpavelmente sujo,
Eu, que tantas vezes não tenho tido paciência para tomar banho,
Eu, que tantas vezes tenho sido ridículo, absurdo,
Que tenho enrolado os pés publicamente nos tapetes das etiquetas,
Que tenho sido grotesco, mesquinho, submisso e arrogante,
Que tenho sofrido enxovalhos e calado,
Que quando não tenho calado, tenho sido mais ridículo ainda;
Eu, que tenho sido cómico às criadas de hotel,
Eu, que tenho sentido o piscar de olhos dos moços de fretes,
Eu, que tenho feito vergonhas financeiras, pedido emprestado sem pagar, 
Eu, que, quando a hora do soco surgiu, me tenho agachado, 
Para fora da possibilidade do soco;
Eu, que tenho sofrido a angústia das pequenas coisas ridículas,
Eu verifico que não tenho par nisto tudo neste mundo.

Toda a gente que eu conheço e que fala comigo
Nunca teve um acto ridículo, nunca sofreu enxovalho,
Nunca foi senão príncipe — todos eles príncipes — na vida...

Quem me dera ouvir de alguém a voz humana
Que confessasse não um pecado, mas uma infâmia;
Que contasse, não uma violência, mas uma cobardia!
Não, são todos o Ideal, se os oiço e me falam.
Quem há neste largo mundo que me confesse que uma vez foi vil?
Ó príncipes, meus irmãos,

Arre, estou farto de semideuses! 
Onde é que há gente no mundo?

Então sou só eu que é vil e erróneo nesta terra?

Poderão as mulheres não os terem amado, 
Podem ter sido traídos — mas ridículos nunca! 
E eu, que tenho sido ridículo sem ter sido traído, 
Como posso eu falar com os meus superiores sem titubear? 
Eu, que tenho sido vil, literalmente vil, 
Vil no sentido mesquinho e infame da vileza.
",s.d.,poem
219,Bernardo Soares,"E assim sou, fútil e sensível, capaz de impulsos violentos...","
L. do D.

E assim sou, fútil e sensível, capaz de impulsos violentos e absorventes, maus e bons, nobres e vis, mas nunca de um sentimento que subsista, nunca de uma emoção que continue, e entre para a substância da alma. Tudo em mim é a tendência para ser a seguir outra coisa: uma impaciência da alma consigo mesma, como com uma criança inoportuna; um desassossego sempre crescente e sempre igual. Tudo me interessa e nada me prende. Atendo a tudo sonhando sempre; fixo os mínimos gestos faciais de com quem falo, recolho as entoações milimétricas dos seus dizeres expressos; mas ao ouvi-lo, não o escuto, estou pensando noutra coisa, e o que menos colhi da conversa foi a noção do que nela se disse, da minha parte ou da parte de com quem falei. Assim, muitas vezes, repito a alguém o que já lhe repeti, pergunto-lhe de novo aquilo a que ele já me respondeu; mas posso descrever, em quatro palavras fotográficas, o semblante muscular com que ele disse o que me não lembra, ou a inclinação de ouvir com os olhos com que recebeu a narrativa que me não recordava ter-lhe feito. Sou dois, e ambos têm a distância — irmãos siameses que não estão pegados.
",s.d.,prose
220,Fernando Pessoa,Terceiro: O DESEJADO,"
Terceiro

O DESEJADO


Onde quer que, entre sombras e dizeres, 
Jazas, remoto, sente-te sonhado,
E ergue-te do fundo de não-seres 
Para teu novo fado!

Vem, Galaaz com pátria, erguer de novo,
Mas já no auge da suprema prova,

A

 

alma penitente do teu povo

À Eucaristia Nova.


Mestre da Paz, ergue

 

teu gládio ungido,

Excalibur do Fim, em jeito tal

Que sua Luz ao mundo

 

dividido

Revele o Santo Gral!
",18-1-1934,poem
221,Fernando Pessoa,II. HORIZONTE,"
II

HORIZONTE



Ó

 

mar anterior a nós, teus medos

Tinham coral e praias e arvoredos.
Desvendadas a noite e a cerração,
As tormentas passadas e o mistério,
Abria em flor o Longe, e o Sul sidério
Esplendia sobre as naus da iniciação.

Linha severa da longínqua costa —
Quando a nau se aproxima ergue-se a encosta
Em árvores onde o Longe nada tinha;
Mais perto, abre-se a terra em sons e cores:
E, no desembarcar, há aves, flores, 
Onde era só, de longe a abstracta linha.

O sonho é ver as formas invisíveis
Da distância imprecisa, e, com sensíveis
Movimentos da esperança e da vontade,
Buscar na linha fria do horizonte
A árvore, a praia, a flor, a ave, a fonte —
Os beijos merecidos da Verdade.
",s.d.,poem
222,Fernando Pessoa,"When slattern Time, worn out with toil of wearing,","
When slattern Time, worn out with toil of wearing,
With loose‑tied pack shall trudge upon my years,
And I shall feel that forced occasion nearing
That despair's self (that must live to be) fears,

I, being beggared of all wealth of hope -
So prodigal have I to wishes been -
Shall with known uselessness for the coin grope 
To pay that the hour’s ending be serene.

I shall not enter the great silent cave 
With curious ardour, or ease out of sun, 
But all that with me I shall then still have 
Will be a coward rage that all is done.

No hope the cave's a passage shall control 
Fear of the immediate night of the shown hole.
",5-11-1920,prose
223,Fernando Pessoa,"Citei-lhes, propositadamente autoridades maçónicas...","
Citei-lhes propositadamente autoridades maçónicas que já passaram de categoria. Citei Findel, Kloss e Gould (...) os dois primeiros extintos como autoridades, o segundo autoridade na espécie restrita da história. Não li nenhum. Para quê, se em livros sei de muito melhor, e se, em ciência, estou muito mais certo?

Deixar de citar o que vale e importa, no desenvolvimento que os conhecimentos maçónicos têm tido nos últimos anos. Todos caíram no logro, incluindo no alçapão involuntário que a tipografia do 

Diário 

de 

Lisboa 

lhes forneceu, passando-me Kloss para Kiuss. Todos pegaram nesta gralha — eles, jornalistas, que não sabem que há disto.

",s.d.,prose
224,Álvaro de Campos,O soslaio do operário estúpido para o engenheiro doido —,"
O soslaio do operário estúpido para o engenheiro doido —
O engenheiro doido fora da engenharia —
O sorriso trocado que sinto nas costas quando passo entre os normais...
(Quando me olham cara a cara não os sinto sorrir).
",22-1-1929,poem
225,Fernando Pessoa,PROBLEMA DO MAL,"
PROBLEMA DO MAL

A ideia de que esta vida é injusta assenta na de que esta vida é toda a vida, e disto não há prova. Não há dúvida que existe o mal; o de que pode haver dúvida é de que o mal vença, ou de que o mal representa justiça. Qualquer mal que haja, ainda que dê em bem, é mal em si mesmo; não é porém, necessariamente injustiça. Pode ser o resultado de uma causa anterior, a nós incógnita; pode ser a provação para a conquista de um bem futuro, que desconhecemos.
",1920?,prose
226,Alberto Caeiro,VIII - Num meio-dia de fim de Primavera,"
VIIINum meio-dia de fim de Primavera Tive um sonho como uma fotografia. Vi Jesus Cristo descer à terra. Veio pela encosta de um monte Tornado outra vez menino, A correr e a rolar-se pela erva E a arrancar flores para as deitar fora E a rir de modo a ouvir-se de longe.  Tinha fugido do céu. Era nosso demais para fingir De segunda pessoa da Trindade. No céu era tudo falso, tudo em desacordo Com flores e árvores e pedras. No céu tinha que estar sempre sério E de vez em quando de se tornar outra vez homem E subir para a cruz, e estar sempre a morrer Com uma coroa toda à roda de espinhos E os pés espetados por um prego com cabeça, E até com um trapo à roda da cintura Como os pretos nas ilustrações. Nem sequer o deixavam ter pai e mãe Como as outras crianças. O seu pai era duas pessoas — Um velho chamado José, que era carpinteiro, E que não era pai dele; E o outro pai era uma pomba estúpida, A única pomba feia do mundo Porque não era do mundo nem era pomba. E a sua mãe não tinha amado antes de o ter.  Não era mulher: era uma mala Em que ele tinha vindo do céu. E queriam que ele, que só nascera da mãe, E nunca tivera pai para amar com respeito, Pregasse a bondade e a justiça!  Um dia que Deus estava a dormir E o Espírito Santo andava a voar, Ele foi à caixa dos milagres e roubou três. Com o primeiro fez que ninguém soubesse que ele tinha fugido. Com o segundo criou-se eternamente humano e menino. Com o terceiro criou um Cristo eternamente na cruz E deixou-o pregado na cruz que há no céu E serve de modelo às outras. Depois fugiu para o Sol E desceu pelo primeiro raio que apanhou. Hoje vive na minha aldeia comigo. É uma criança bonita de riso e natural. Limpa o nariz ao braço direito, Chapinha nas poças de água, Colhe as flores e gosta delas e esquece-as. Atira pedras aos burros, Rouba a fruta dos pomares E foge a chorar e a gritar dos cães. E, porque sabe que elas não gostam E que toda a gente acha graça, Corre atrás das raparigas Que vão em ranchos pelas estradas Com as bilhas às cabeças E levanta-lhes as saias.  A mim ensinou-me tudo. Ensinou-me a olhar para as coisas. Aponta-me todas as coisas que há nas flores. Mostra-me como as pedras são engraçadas Quando a gente as tem na mão E olha devagar para elas.  Diz-me muito mal de Deus. Diz que ele é um velho estúpido e doente, Sempre a escarrar no chão E a dizer indecências. A Virgem Maria leva as tardes da eternidade a fazer meia. E o Espírito Santo coça-se com o bico E empoleira-se nas cadeiras e suja-as. Tudo no céu é estúpido como a Igreja Católica. Diz-me que Deus não percebe nada Das coisas que criou — «Se é que ele as criou, do que duvido.» — «Ele diz, por exemplo, que os seres cantam a sua glória, Mas os seres não cantam nada. Se cantassem seriam cantores. Os seres existem e mais nada, E por isso se chamam seres.» E depois, cansado de dizer mal de Deus, O Menino Jesus adormece nos meus braços E eu levo-o ao colo para casa.  ……  Ele mora comigo na minha casa a meio do outeiro. Ele é a Eterna Criança, o deus que faltava. Ele é o humano que é natural, Ele é o divino que sorri e que brinca. E por isso é que eu sei com toda a certeza Que ele é o Menino Jesus verdadeiro.  E a criança tão humana que é divina É esta minha quotidiana vida de poeta, E é porque ele anda sempre comigo que eu sou poeta sempre. E que o meu mínimo olhar Me enche de sensação, E o mais pequeno som, seja do que for, Parece falar comigo.  A Criança Nova que habita onde vivo Dá-me uma mão a mim E a outra a tudo que existe E assim vamos os três pelo caminho que houver, Saltando e cantando e rindo E gozando o nosso segredo comum Que é o de saber por toda a parte Que não há mistério no mundo E que tudo vale a pena.  A Criança Eterna acompanha-me sempre. A direcção do meu olhar é o seu dedo apontando. O meu ouvido atento alegremente a todos os sons São as cócegas que ele me faz, brincando, nas orelhas.  Damo-nos tão bem um com o outro Na companhia de tudo Que nunca pensamos um no outro, Mas vivemos juntos e dois Com um acordo íntimo Como a mão direita e a esquerda.  Ao anoitecer brincamos as cinco pedrinhas No degrau da porta de casa, Graves como convém a um deus e a um poeta, E como se cada pedra Fosse todo um universo E fosse por isso um grande perigo para ela Deixá-la cair no chão.  Depois eu conto-lhe histórias das coisas só dos homens E ele sorri, porque tudo é incrível. Ri dos reis e dos que não são reis, E tem pena de ouvir falar das guerras, E dos comércios, e dos navios Que ficam fumo no ar dos altos mares. Porque ele sabe que tudo isso falta àquela verdade Que uma flor tem ao florescer E que anda com a luz do Sol A variar os montes e os vales E a fazer doer aos olhos os muros caiados.  Depois ele adormece e eu deito-o. Levo-o ao colo para dentro de casa E deito-o, despindo-o lentamente E como seguindo um ritual muito limpo E todo materno até ele estar nu.  Ele dorme dentro da minha alma E às vezes acorda de noite E brinca com os meus sonhos. Vira uns de pernas para o ar, Põe uns em cima dos outros E bate as palmas sozinho Sorrindo para o meu sono.  ……  Quando eu morrer, filhinho, Seja eu a criança, o mais pequeno. Pega-me tu ao colo E leva-me para dentro da tua casa. Despe o meu ser cansado e humano E deita-me na tua cama. E conta-me histórias, caso eu acorde, Para eu tornar a adormecer. E dá-me sonhos teus para eu brincar Até que nasça qualquer dia Que tu sabes qual é.  ……  Esta é a história do meu Menino Jesus. Por que razão que se perceba Não há-de ser ela mais verdadeira Que tudo quanto os filósofos pensam E tudo quanto as religiões ensinam?
",s.d.,poem
227,Fernando Pessoa,O burburinho da água,"
O burburinho da água

O burburinho da água
No regato que se espalha
É como a ilusão que é mágoa
Quando a verdade a baralha.
",s.d.,poem
228,Bernardo Soares,"Passávamos, jovens ainda, sob as árvores altas...","
L. do D.

Passávamos, jovens ainda, sob as árvores altas e o vago sussurro da floresta. Nas clareiras, subitamente surgidas do acaso do caminho, o luar fazia-as lagos e as margens, emaranhadas de ramos, eram mais noite que a mesma noite. A brisa vaga dos grandes bosques respirava com som entre o arvoredo. Falávamos das coisas impossíveis; e as nossas vozes eram parte da noite, do luar e da floresta. Ouvíamo-las como se fossem de outros.

Não era bem sem caminhos a floresta incerta. Havia atalhos que, sem querer, conhecíamos, e os nossos passos ondeavam neles entre os mosqueamentos das sombras e o palhetar vago do luar duro e frio. Falávamos das coisas impossíveis e toda a paisagem real era impossível também.
",s.d.,prose
229,Fernando Pessoa,Ao dobrar o guardanapo,"
Ao dobrar o guardanapo

Ao dobrar o guardanapo
Para o meteres na argola
Fizeste-me conhecer
Como um coração se enrola.
",s.d.,poem
230,Fernando Pessoa,ESSAY ON THE ELEATIC SCHOOLS,"
ESSAY ON THE ELEATIC SCHOOLS

I. Xenophanes.
ll. Parmenides.
III. Zeno.
IV. Melissus.
V. Gorgias.
Vl. Reduction of all systems to the system of the Eleatics.

If space exist, it must exist somewhere. Where? In space. And where does this space exist? In another space.
But space cannot exist thus, by itself. Space cannot be the reason of its own existence. This can be said only of Being. Therefore space does not exist.
But is it logical, is it rational to ask where space exists? Does not the word where presuppose a space? Yes and no. It presupposes a space merely because space becomes necessary to us for the conception or perception of anything, of any object. This brings the argument to where it was that space exists by itself.
We do but take space as an object when we ask where it is. But space cannot exist by itself, for what exists by itself is that which bears in its essence, (in its name) the reason of its existence. This can be true but of Being. Therefore space (unless it be identical with Being) does not exist.
«The question where does space exist?» is natural to man, but merely because man has need of the idea of space.
Either space does not exist, or it exists by itself. By itself only Being can exist. Space is inexistent.
",1906?,prose
231,Fernando Pessoa,"Não vê, porém, o Sr. Afonso Costa que este argumento serve...","
Iconoclasta


Não vê, porém, o Sr. A[fonso] C[osta] que este argumento serve admiravelmente os seus adversários

— e justa e legalmente [?] lhes serve. Porque se (...) então o que quer dizer a grande circulação do 

Mundo, 

apesar da linguagem desprezível e provocadora dele?

",s.d.,prose
232,António Mora,Alberto Caeiro é um primitivo contemporâneo.,"
Alberto Caeiro é um primitivo contemporâneo. É quem sabe dizer-nos quem é a Natureza e como é que ela se sente.
",s.d.,prose
233,Bernardo Soares,MANEIRA DE BEM SONHAR,"
MANEIRA DE BEM SONHAR

Cuidarás primeiro em nada respeitar, em nada crer, em nada (...)
Guardarás da tua atitude ante o que não respeites, a vontade de respeitar alguma coisa; do teu desgosto ante o que não ames o desejo doloroso de amar alguém; do teu desprezo pela vida guardarás a ideia de que deve ser bom vivê-la e amá-la. E assim terás construído os alicerces do edifício dos teus sonhos.
Repara bem que a obra que te propões fazer é no mais alto de tudo. Sonhar é encontrarmo-nos. Vais ser o Colombo da tua alma. Vais buscar as suas paisagens. Cuida bem pois em que o teu rumo seja certo e não possam errar os teus instrumentos.
A arte de sonhar é difícil porque é uma arte de passividade, onde o que é de esforço é na concentração da ausência de esforço. A arte de dormir se a houvesse, deveria ser de qualquer forma parecida com esta.
Repara bem: a arte de sonhar não é a arte de orientar os sonhos. Orientar é agir. O sonhador verdadeiro entrega-se a si próprio, deixa-se possuir por si próprio.
Foge a todas as provocações materiais. Há no início a tentação de te masturbares. Há a do álcool, a do ópio, a do (...). Tudo isso é esforço e procura. Para seres um bom sonhador, tens de não ser senão sonhador. Ópio e morfina compram-se nas farmácias — como, pensando nisto queres poder sonhar através deles? Masturbação é uma coisa física — como queres tu que (...)
Que te sonhes masturbando-te, vá; que em sonhar talvez fumando ópio, recebendo morfina te embriagues da ideia do ópio (...) da morfina dos sonhos — não há senão que elogiar-te por isso: estás no teu papel áureo de sonhador perfeito.

Julga-te sempre mais triste e mais infeliz do que és. Isso não faz mal. E mesmo, por ilusão, um pouco escadas para o sonho.
",s.d.,prose
234,Fernando Pessoa,Trilogia da Noite,"
Trilogia da Noite

1. Fausto.(a consciência)
2. Jesus (Christo) (a ilusão)
3. (Um dominador) ((...))

Meu pai, meu p. porque me abandonaste(s)?
(Judas a symbol.) (Satan [...] then)

Frei Gil
Paracelso
",s.d.,prose
235,Ricardo Reis,No ciclo eterno das mudáveis coisas,"
No ciclo eterno das mudáveis coisas
Novo Inverno após novo Outono volve
À diferente terra
Com a mesma maneira.
Porém a mim nem me acha diferente
Nem diferente deixa-me, fechado
Na clausura maligna
Da índole indecisa.
Presa da pálida fatalidade
De não mudar-me, me infiel renovo
Aos propósitos mudos
Morituros e infindos.
",24-11-1925,poem
236,Alexander Search,APPROACHING,"
APPROACHING  With dragging steps severe, like creeping hate,  Through the black silence of my conscious brain  I hear madness advance, and feel with pain  The ground it treads on writhe and palpitate.  How to avoid its coming soon or late?  How not to feel the mind's grand vainly strain,  But rooted lie awaiting its dread reign,  That cometh inopposable as Fate?  If only madness came as lightning doth - Suddenly - that were the least greatest ill... But oh! to feel with consciousness' clear sight  Reason's day go on to twilight in swift growth,  And the twilight of reason, pale and chill,  Darken towards impenetrable night.
",28-3-1909,poem
237,Fernando Pessoa,Resposta ao apelo de J. de Barros,"
Resposta ao apelo de J. de Barros

Quanto mais aprofundarmos o assunto, maiores aparecerão as semelhanças, mais claras as razões para que a nossa aproximação espiritual seja com a Alemanha, e não com os aliados.
Reportemo-nos ao papel civilizacional dos dois países. Já vimos que esse papel envolveu, em ambos os casos, uma idêntica inversão do carácter nacional, em ambos os casos um conceito metódico e organizado da obra civilizacional. Outras, flagrantes, semelhanças existem.
Para o Portugal presente, oprimido e esbatido, como para a Alemanha humilhada do princípio do século passado, o que existe que os levante é uma tradição de império, e, em ambos os casos, uma tradição inteiramente quebrada e envilecida. Em ambos os casos se dá um fenómeno curioso, evocador dessa tradição através dum curioso sentimento de misticismo nacional. No caso da Alemanha é a lenda de Frederico Barbarossa, morto em viagem para o Oriente, e que espera o dia em que, voltando, há-de restituir à sua Pátria o império e a grandeza. (Q. Rückert.) Assim, entre nós, da nossa grandeza ida, do nosso império morto, ficou a lenda mística e nacional de D. Sebastião, o qual também, para além de nós, espera a hora em que regresse para nos restituir a nossa grandeza. Ambas as lendas — bem sei — integram-se, segundo o delírio analógico de certos estudiosos magros destes assuntos, na lenda antiquíssima do Rei Artur. Mas isso é a aparência ilusória. O facto essencial é que, no caso da Alemanha, como no de Portugal, há bases concretas nacionais para que a lenda surgisse. Barbarossa e D. Sebastião — a semelhança mística e nacional das duas figuras é de ordem a fazer pensar, sobretudo quando ela se sobrepõe ás outras semelhanças essenciais, que já vimos, entre os caracteres básicos das duas nações.
A mais nítida obra civilizacional alemã do passado foi a Reforma. Se virmos em que condições nacionais essa obra se deu, não será difícil ver que elas se aproximam, flagrantemente, daquelas em que se deram as descobertas, salvo a superior orientação metódica e científica destas, análogas já não à obra alemã na Reforma, mas ao desenvolvimento organizado do actual Império Germânico. Mas aí há um factor que tudo explica — a nítida individualidade do nosso país, individualidade nítida que não existia nos dispersos estados da Alemanha quando Lutero surgiu. —  Aquela semelhança, porém, a que íamos aludir é a da confusão civilizacional em que as duas obras se realizaram. Portugal, se bem que nacionalidade nítida, era nacionalidade emergente; tanto assim que foi fácil, logo que entrou em decadência, ligá-lo a
Espanha. Semelhantemente, na Alemanha da Reforma, a acção alemã é nítida, mas a coesão nacional confusa. Mas, nos dois casos, a obra civilizacional realizada ficou como tradição espiritual, como base para a construção da nacionalidade futura .
",s.d.,prose
238,Fernando Pessoa,"Outr'ora quis a fama — e não a quis,","
Outrora quis a fama — e não a quis,
Que a fama, a popularidade, o ser
Conhecido, falado — quando não visto —
Confrange-me dum terror que não compreendo.
Violação do meu ser se me aparenta
Um desvergonhamento, não sei como.

Hoje um desgosto imenso e (...)
D'altos fins e de empresas elevadas
Boceja-me no espírito turvado
(No) coração vago de não sentir.
",s.d.,poem
